ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10245,28,163.99,2,4591.72,04-05-2019,529,Shipped,Accessories,147,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium
10259,26,155.13,12,4033.38,15-06-2019,488,Shipped,Accessories,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium
10270,32,134.44,2,4302.08,19-07-2019,455,Shipped,Accessories,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10281,44,159.56,9,7020.64,19-08-2019,425,Shipped,Accessories,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Large
10291,30,128.53,4,3855.9,08-09-2019,406,Shipped,Accessories,147,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10305,38,175.81,13,6680.78,13-10-2019,372,Shipped,Accessories,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium
10313,40,166.95,7,6678,22-10-2019,364,Shipped,Accessories,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium
10322,46,61.99,8,2851.54,04-11-2019,352,Shipped,Accessories,147,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small
10334,26,122.62,2,3188.12,19-11-2019,338,On Hold,Accessories,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium
10347,27,164,2,4428,29-11-2019,329,Shipped,Accessories,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10357,43,134.44,9,5780.92,10-12-2019,319,Shipped,Accessories,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10370,35,65.63,4,2297.05,20-01-2020,279,Shipped,Accessories,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10391,37,46.9,7,1735.3,09-03-2020,231,Shipped,Accessories,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10411,27,163.99,2,4427.73,01-05-2020,179,Shipped,Accessories,147,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10425,38,155.13,12,5894.94,31-05-2020,150,In Process,Accessories,147,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10108,33,159.55,6,5265.15,03-03-2018,971,Shipped,Accessories,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium
10122,42,180.95,10,7599.9,08-05-2018,906,Shipped,Accessories,194,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Large
10135,42,190.68,7,8008.56,02-07-2018,852,Shipped,Accessories,194,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large
10147,48,192.62,7,9245.76,05-09-2018,788,Shipped,Accessories,194,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Large
10169,30,167.33,2,5019.9,04-11-2018,729,Shipped,Accessories,194,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium
10181,27,200.41,14,5411.07,12-11-2018,722,Shipped,Accessories,194,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium
10191,21,182.9,3,3840.9,20-11-2018,715,Shipped,Accessories,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10203,20,196.52,8,3930.4,02-12-2018,704,Shipped,Accessories,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10211,41,182.9,2,7498.9,15-01-2019,661,Shipped,Accessories,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Large
10225,27,167.33,9,4517.91,22-02-2019,624,Shipped,Accessories,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10238,28,206.24,3,5774.72,09-04-2019,579,Shipped,Accessories,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium
10253,24,163.44,13,3922.56,01-06-2019,527,Cancelled,Accessories,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium
10266,44,208.19,14,9160.36,06-07-2019,493,Shipped,Accessories,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large
10276,50,192.62,3,9631,02-08-2019,467,Shipped,Accessories,194,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Large
10287,21,163.44,12,3432.24,30-08-2019,440,Shipped,Accessories,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium
10300,33,167.33,5,5521.89,04-10-2018,771,Shipped,Accessories,194,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium
10310,33,210.14,10,6934.62,16-10-2019,395,Shipped,Accessories,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium
10320,31,221.81,3,6876.11,03-11-2019,378,Shipped,Accessories,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium
10329,41,71.47,5,2930.27,15-11-2019,367,Shipped,Accessories,194,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small
10341,45,79.65,2,3584.25,24-11-2019,359,Shipped,Accessories,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium
10363,33,85.39,3,2817.87,06-01-2020,317,Shipped,Accessories,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small
10375,45,76,7,3420,03-02-2020,290,Shipped,Accessories,194,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium
10389,26,99.04,4,2575.04,03-03-2020,262,Shipped,Accessories,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small
10419,12,163.44,13,1961.28,17-05-2020,188,Shipped,Accessories,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small
10105,41,211.96,15,8690.36,11-02-2018,1015,Shipped,Accessories,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Large
10117,33,182.86,9,6034.38,16-04-2018,952,Shipped,Accessories,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10127,46,245.2,2,11279.2,03-06-2018,905,Shipped,Accessories,207,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Large
10142,33,243.13,12,8023.29,08-08-2018,840,Shipped,Accessories,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large
10153,20,245.2,11,4904,28-09-2018,790,Shipped,Accessories,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10165,44,195.33,3,8594.52,22-10-2018,767,Shipped,Accessories,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Large
10176,33,226.5,2,7474.5,06-11-2018,753,Shipped,Accessories,207,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large
10185,21,184.94,13,3883.74,14-11-2018,746,Shipped,Accessories,207,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10196,47,189.1,5,8887.7,26-11-2018,735,Shipped,Accessories,207,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Large
10208,46,187.02,13,8602.92,02-01-2019,699,Shipped,Accessories,207,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Large
10220,32,224.42,2,7181.44,12-02-2019,659,Shipped,Accessories,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Large
10231,42,199.49,2,8378.58,19-03-2019,625,Shipped,Accessories,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Large
10247,44,241.05,2,10606.2,05-05-2019,579,Shipped,Accessories,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Large
10272,35,166.24,2,5818.4,20-07-2019,504,Shipped,Accessories,207,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium
10282,41,172.47,5,7071.27,20-08-2019,474,Shipped,Accessories,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large
10293,46,182.86,8,8411.56,09-09-2019,455,Shipped,Accessories,207,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Large
10306,31,211.96,13,6570.76,14-10-2019,421,Shipped,Accessories,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium
10314,38,209.88,5,7975.44,22-10-2019,414,Shipped,Accessories,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Large
10325,42,64,8,2688,05-11-2019,401,Shipped,Accessories,207,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small
10336,33,57.22,10,1888.26,20-11-2019,387,Shipped,Accessories,207,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small
10348,48,52.36,8,2513.28,01-11-2019,407,Shipped,Accessories,207,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10359,42,113.44,8,4764.48,15-12-2019,364,Shipped,Accessories,207,S12_1108,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium
10371,32,111.27,6,3560.64,23-01-2020,326,Shipped,Accessories,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10382,34,112.46,10,3823.64,17-02-2020,302,Shipped,Accessories,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10395,33,69.12,1,2280.96,17-03-2020,274,Shipped,Accessories,207,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small
10413,36,241.05,2,8677.8,05-05-2020,226,Shipped,Accessories,207,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Large
10103,27,125.74,8,3394.98,29-01-2018,1054,Shipped,Infotainment Systems,136,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium
10113,21,162.64,2,3415.44,26-03-2018,999,Shipped,Infotainment Systems,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10126,21,116.17,8,2439.57,28-05-2018,937,Shipped,Infotainment Systems,136,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small
10140,38,127.1,8,4829.8,24-07-2018,881,Shipped,Infotainment Systems,136,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium
10150,30,136.67,5,4100.1,19-09-2018,825,Shipped,Infotainment Systems,136,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10164,49,133.94,6,6563.06,21-10-2018,794,Resolved,Infotainment Systems,136,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Medium
10174,43,158.54,1,6817.22,06-11-2018,779,Shipped,Infotainment Systems,136,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium
10183,41,150.34,5,6163.94,13-11-2018,773,Shipped,Infotainment Systems,136,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium
10194,38,129.84,8,4933.92,25-11-2018,762,Shipped,Infotainment Systems,136,S12_1666,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10206,28,144.87,3,4056.36,05-12-2018,753,Shipped,Infotainment Systems,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium
10216,43,133.94,1,5759.42,02-02-2019,695,Shipped,Infotainment Systems,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium
10229,25,138.04,13,3451,11-03-2019,659,Shipped,Infotainment Systems,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10245,38,155.8,6,5920.4,04-05-2019,606,Shipped,Infotainment Systems,136,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium
10258,41,162.64,3,6668.24,15-06-2019,565,Shipped,Infotainment Systems,136,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium
10270,28,146.24,6,4094.72,19-07-2019,532,Shipped,Infotainment Systems,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium
10281,25,117.54,13,2938.5,19-08-2019,502,Shipped,Infotainment Systems,136,S12_1666,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small
10291,41,155.8,8,6387.8,08-09-2019,483,Shipped,Infotainment Systems,136,S12_1666,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium
10304,39,164,3,6396,11-10-2019,451,Shipped,Infotainment Systems,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium
10313,21,127.1,11,2669.1,22-10-2019,441,Shipped,Infotainment Systems,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10322,27,177.19,9,4784.13,04-11-2019,429,Shipped,Infotainment Systems,136,S12_1666,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium
10347,29,123.67,3,3586.43,29-11-2019,405,Shipped,Infotainment Systems,136,S12_1666,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium
10357,49,121.64,8,5960.36,10-12-2019,395,Shipped,Infotainment Systems,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10370,49,172.86,8,8470.14,20-01-2020,355,Shipped,Infotainment Systems,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Large
10391,39,63.2,9,2464.8,09-03-2020,307,Shipped,Infotainment Systems,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small
10411,40,155.8,6,6232,01-05-2020,255,Shipped,Infotainment Systems,136,S12_1666,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium
10424,49,162.64,3,7969.36,31-05-2020,226,In Process,Infotainment Systems,136,S12_1666,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large
10168,29,75.41,6,2186.89,28-10-2018,2097,Shipped,Engine,76,S24_2000,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Small
10299,33,66.49,6,2194.17,30-09-2019,1870,Shipped,Engine,69,S24_2360,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Small
10341,31,71.02,4,2201.62,24-11-2019,2464,Shipped,Engine,102,S32_4485,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small
10417,36,61.18,6,2202.48,13-05-2020,815,Disputed,Engine,60,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Small
10390,45,48.98,12,2204.1,04-03-2020,2367,Shipped,Engine,102,S32_4485,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10318,42,52.7,5,2213.4,02-11-2019,1001,Shipped,Engine,60,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small
10224,38,58.44,1,2220.72,21-02-2019,1618,Shipped,Engine,62,S18_3782,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Small
10388,50,44.51,5,2225.5,03-03-2020,161,Shipped,Engine,118,S10_2016,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Small
10211,25,90.16,15,2254,15-01-2019,1925,Shipped,Engine,112,S24_1578,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Small
10318,26,86.83,6,2257.58,02-11-2019,1739,Shipped,Engine,76,S24_2000,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small
10285,38,59.56,3,2263.28,27-08-2019,1903,Shipped,Engine,69,S24_2360,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Small
10135,45,50.36,13,2266.2,02-07-2018,1846,Shipped,Engine,62,S18_3782,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10339,27,84.39,10,2278.53,23-11-2019,1624,Shipped,Engine,112,S24_1578,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Small
10390,35,65.13,4,2279.55,04-03-2020,1722,Shipped,Engine,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Small
10237,20,114.95,8,2299,05-04-2019,1847,Shipped,Engine,112,S24_1578,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small
10263,37,62.46,7,2311.02,28-06-2019,1861,Shipped,Engine,76,S24_2000,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Small
10364,48,48.28,1,2317.44,06-01-2020,2295,Shipped,Engine,40,S32_2206,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Small
10237,23,101.44,7,2333.12,05-04-2019,432,Shipped,Engine,95,S10_1678,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Small
10275,37,63.6,5,2353.2,23-07-2019,1099,Shipped,Engine,60,S18_2625,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10275,30,79.98,6,2399.4,23-07-2019,1837,Shipped,Engine,76,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10264,37,65.1,6,2408.7,30-06-2019,1959,Shipped,Engine,69,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,Boston,51003,USA,Yoshido,Juri,Small
10403,24,101.44,7,2434.56,08-04-2020,76,Shipped,Engine,95,S10_1678,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Small
10375,23,106.23,9,2443.29,03-02-2020,1650,Shipped,Engine,76,S24_2000,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Small
10121,32,76.88,2,2460.16,07-05-2018,2368,Shipped,Engine,69,S24_2360,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Small
10104,34,175.25,1,5958.5,31-01-2018,1102,Shipped,Accessories,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10117,43,137.48,10,5911.64,16-04-2018,1028,Shipped,Accessories,151,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10127,46,160.14,3,7366.44,03-06-2018,981,Shipped,Accessories,151,S12_3148,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Large
10142,33,151.08,13,4985.64,08-08-2018,916,Shipped,Accessories,151,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium
10153,42,128.42,12,5393.64,28-09-2018,866,Shipped,Accessories,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium
10165,34,143.53,4,4880.02,22-10-2018,843,Shipped,Accessories,151,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium
10176,47,178.27,3,8378.69,06-11-2018,829,Shipped,Accessories,151,S12_3148,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large
10185,33,122.37,14,4038.21,14-11-2018,822,Shipped,Accessories,151,S12_3148,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium
10196,24,158.63,6,3807.12,26-11-2018,811,Shipped,Accessories,151,S12_3148,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium
10208,26,120.86,14,3142.36,02-01-2019,775,Shipped,Accessories,151,S12_3148,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium
10220,30,157.12,3,4713.6,12-02-2019,735,Shipped,Accessories,151,S12_3148,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Medium
